Timestamp,Method,URL,Duration,ContentLength,StatusCode
2025-01-31 14:43:55.158,GET,http://httpbin.org/get,60704.7383,572,200
2025-01-31 14:44:11.528,CONNECT,httpbin.org:443,60824.0296,0,200
